OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB
1,5,UTTARKHAND,1,UTTARKASHI,3,Gangotri,1,TEHRI GARHWAL,501,,4.55538570305,0.43079685377,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:3
1,5,UTTARKHAND,1,UTTARKASHI,1,Purola (SC),1,TEHRI GARHWAL,501,,4.05092328163,0.22324968767,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:1
2,5,UTTARKHAND,2,CHAMOLI,4,Badrinath,2,GARHWAL,502,,3.69822886824,0.5042536739,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:4
1,5,UTTARKHAND,1,UTTARKASHI,2,Yamunotri,1,TEHRI GARHWAL,501,,2.96656950205,0.10611283232,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:2
1,5,UTTARKHAND,5,DEHRADUN,15,Chakrata (ST),1,TEHRI GARHWAL,501,,1.86939594284,0.11092724469,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:15
1,5,UTTARKHAND,4,TEHRI GARHWAL,9,Ghanshali (SC),1,TEHRI GARHWAL,501,,2.02870004161,0.12561071943,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:9
2,5,UTTARKHAND,3,RUDRAPRAYAG *,7,Kedarnath,2,GARHWAL,502,,2.10846087307,0.12489559754,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:7
3,5,UTTARKHAND,7,PITHORAGARH,42,Dharchula,3,ALMORA (SC),503,,4.15960400401,0.52384471692,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:42
1,5,UTTARKHAND,4,TEHRI GARHWAL,14,Dhanolti,1,TEHRI GARHWAL,501,,1.96731005373,0.07353300556,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:14
1,5,UTTARKHAND,4,TEHRI GARHWAL,12,Pratapnagar,1,TEHRI GARHWAL,501,,1.14454307779,0.03298742955,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:12
2,5,UTTARKHAND,3,RUDRAPRAYAG *,8,Rudraprayag,2,GARHWAL,502,,1.47746142612,0.06257901637,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:8
1,5,UTTARKHAND,5,DEHRADUN,16,Vikasnagar,1,TEHRI GARHWAL,501,,0.85288862627,0.0212477684,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:16
1,5,UTTARKHAND,5,DEHRADUN,22,Mussoorie,1,TEHRI GARHWAL,501,,1.00036041909,0.01988022686,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:22
1,5,UTTARKHAND,5,DEHRADUN,17,Sahaspur,1,TEHRI GARHWAL,501,,1.38098364331,0.04481360706,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:17
1,5,UTTARKHAND,4,TEHRI GARHWAL,13,Tehri,1,TEHRI GARHWAL,501,,0.96522064396,0.02834151953,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:13
1,5,UTTARKHAND,5,DEHRADUN,19,Raipur,1,TEHRI GARHWAL,501,,0.51528703219,0.00727688328,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:19
1,5,UTTARKHAND,5,DEHRADUN,20,Rajpur Road (SC,1,TEHRI GARHWAL,501,,0.23655950345,0.00282479327,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:20
2,5,UTTARKHAND,4,TEHRI GARHWAL,10,Deoprayag,2,GARHWAL,502,,1.24808033269,0.0474603475,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:10
2,5,UTTARKHAND,2,CHAMOLI,6,Karnprayag,2,GARHWAL,502,,1.89101046622,0.08801984828,country:in/state:uk,UT,country:in/state:uk/assembly-constituency:6
